"","status","family","pval","qval","gene_short_name","num_cells_expressed"
"MRPL57","OK","negbinomial.size",2.64049968169918e-108,1.62260801075082e-106,"MRPL57",8985
"BAHCC1","OK","negbinomial.size",2.8520835492742e-106,1.74708168554749e-104,"BAHCC1",1509
"PLPPR3","OK","negbinomial.size",4.0386750549311e-106,2.46613984347953e-104,"PLPPR3",544
"ZNF331","OK","negbinomial.size",4.30479299444126e-106,2.62037352180501e-104,"ZNF331",3772
"TRIM22","OK","negbinomial.size",6.75078294626754e-106,4.09639202165833e-104,"TRIM22",9248
"OASL","OK","negbinomial.size",7.11942991033966e-106,4.3065876492014e-104,"OASL",3561
"PRTN3","OK","negbinomial.size",8.00079144705584e-106,4.8246517146623e-104,"PRTN3",593
"CDKN1A","OK","negbinomial.size",8.63945056030776e-106,5.19359765515147e-104,"CDKN1A",12658
"SERPINB9","OK","negbinomial.size",2.33953414521242e-105,1.4020545649807e-103,"SERPINB9",7112
"KDM6B","OK","negbinomial.size",2.96746467165145e-105,1.77287696448016e-103,"KDM6B",13682
"MAP4K4","OK","negbinomial.size",3.39343598167307e-105,2.02113047068448e-103,"MAP4K4",11539
"CSRNP1","OK","negbinomial.size",5.98905290233885e-104,3.5561379457231e-102,"CSRNP1",14137
"CHMP1B","OK","negbinomial.size",1.14107839964429e-103,6.75469559079957e-102,"CHMP1B",13798
"CLU","OK","negbinomial.size",6.1108288125307e-103,3.60632052817551e-101,"CLU",2058
"NBPF19","OK","negbinomial.size",6.24577692206711e-103,3.67475695685268e-101,"NBPF19",7923
"CD68","OK","negbinomial.size",6.49892949827215e-103,3.81211449388043e-101,"CD68",16590
"GASK1B","OK","negbinomial.size",3.24244426621454e-102,1.89619316196721e-100,"GASK1B",9454
"CALHM6","OK","negbinomial.size",1.13057265610076e-101,6.59171533257303e-100,"CALHM6",8299
"PBX3","OK","negbinomial.size",3.01966255543837e-101,1.75530354611473e-99,"PBX3",4568
"WARS","OK","negbinomial.size",3.22100943883549e-101,1.86673891339936e-99,"WARS",11013
"PTGS2","OK","negbinomial.size",4.31580297798663e-101,2.49376114163842e-99,"PTGS2",10317
"MNDA","OK","negbinomial.size",5.82496685329185e-101,3.35577033866578e-99,"MNDA",17791
"LGALS1","OK","negbinomial.size",1.10423287839132e-100,6.34262190712783e-99,"LGALS1",18457
"TUBA1A","OK","negbinomial.size",1.11441243030916e-100,6.38215426434747e-99,"TUBA1A",15783
"HLA-F","OK","negbinomial.size",1.39968504951208e-100,7.99224292135851e-99,"HLA-F",12145
"HOXA6","OK","negbinomial.size",9.59030042582622e-100,5.45998368655054e-98,"HOXA6",350
"ITM2B","OK","negbinomial.size",1.24070173470732e-99,7.04289251575646e-98,"ITM2B",18229
"C5AR1","OK","negbinomial.size",1.31538931525188e-99,7.44502660097387e-98,"C5AR1",15746
"CES1","OK","negbinomial.size",1.47974350565663e-99,8.35084403469251e-98,"CES1",4080
"IL1A","OK","negbinomial.size",2.30609818697931e-99,1.29764949434182e-97,"IL1A",1176
"TMEM123","OK","negbinomial.size",2.3556569004632e-99,1.32169422093525e-97,"TMEM123",13378
"LIPA","OK","negbinomial.size",2.50237618451961e-99,1.39995652611983e-97,"LIPA",7313
"HIST1H1D","OK","negbinomial.size",3.66106996453773e-99,2.04228620471346e-97,"HIST1H1D",3233
"SAMHD1","OK","negbinomial.size",8.8079954044347e-99,4.89932089205869e-97,"SAMHD1",16828
"TENT5A","OK","negbinomial.size",9.56132629309946e-99,5.30311154886895e-97,"TENT5A",7963
"AAK1","OK","negbinomial.size",1.59702911197514e-98,8.8324835772865e-97,"AAK1",12559
"RPL7A","OK","negbinomial.size",2.50952984178256e-98,1.38395923496824e-96,"RPL7A",18996
"IRAK3","OK","negbinomial.size",5.42786414217479e-98,2.98486267613856e-96,"IRAK3",14048
"TCOF1","OK","negbinomial.size",5.65003337237924e-98,3.0982350138568e-96,"TCOF1",8187
"HEXIM1","OK","negbinomial.size",6.58030241207076e-98,3.59816140650999e-96,"HEXIM1",6285
"GSTP1","OK","negbinomial.size",6.88432211845109e-98,3.75379783793966e-96,"GSTP1",17154
"SNHG25","OK","negbinomial.size",5.42938756395865e-97,2.9521532324592e-95,"SNHG25",13547
"PECAM1","OK","negbinomial.size",7.03051823044642e-97,3.81203757385858e-95,"PECAM1",12622
"TPM4","OK","negbinomial.size",1.17957440115787e-96,6.37793901765722e-95,"TPM4",13824
"CD44","OK","negbinomial.size",2.03174519412244e-96,1.0955011621902e-94,"CD44",18900
"CLIC1","OK","negbinomial.size",3.7304491617172e-96,2.00584178953777e-94,"CLIC1",17625
"DYNLL1","OK","negbinomial.size",2.05214109308318e-95,1.10036828639366e-93,"DYNLL1",12098
"OAS2","OK","negbinomial.size",2.60461409729685e-95,1.3927490353971e-93,"OAS2",4424
"ARL4A","OK","negbinomial.size",1.53768866952224e-94,8.19973542036969e-93,"ARL4A",15054
"LDLR","OK","negbinomial.size",1.69906891159553e-94,9.0354057477348e-93,"LDLR",10377
"FOSL2","OK","negbinomial.size",6.92890643620071e-94,3.67459840782294e-92,"FOSL2",13383
"S100P","OK","negbinomial.size",2.06996566691163e-93,1.09476298946471e-91,"S100P",3894
"ATP6AP2","OK","negbinomial.size",2.36707993788826e-93,1.24848954653142e-91,"ATP6AP2",14531
"RPL22","OK","negbinomial.size",4.51435576380921e-93,2.37457566630584e-91,"RPL22",19065
"MARCH1","OK","negbinomial.size",5.315237056484e-93,2.78826676700164e-91,"MARCH1",11065
"RPL31","OK","negbinomial.size",1.49646622006139e-92,7.82894503289955e-91,"RPL31",18962
"RASGEF1B","OK","negbinomial.size",3.97048572149359e-92,2.07160895177766e-90,"RASGEF1B",12558
"ADAR","OK","negbinomial.size",7.57717255958582e-92,3.94277766763179e-90,"ADAR",11188
"RPH3A","OK","negbinomial.size",1.02326799280942e-91,5.31029451389058e-90,"RPH3A",1132
"ENTPD1","OK","negbinomial.size",1.10889225241563e-91,5.73925864438754e-90,"ENTPD1",7231
"RPS27","OK","negbinomial.size",1.49711430041578e-91,7.72790440350621e-90,"RPS27",19722
"IFIT3","OK","negbinomial.size",2.55201099600153e-91,1.31381055451068e-89,"IFIT3",1989
"NPM1","OK","negbinomial.size",9.54327925294411e-91,4.89998027849441e-89,"NPM1",15984
"OAZ2","OK","negbinomial.size",1.86321815744246e-90,9.54135287661737e-89,"OAZ2",9203
"AL391807.1","OK","negbinomial.size",1.99206836425678e-90,1.01742657854666e-88,"AL391807.1",2732
"TNFSF14","OK","negbinomial.size",2.79420885558941e-90,1.42335528467485e-88,"TNFSF14",2135
"RAB13","OK","negbinomial.size",3.82641152707799e-90,1.94403800340285e-88,"RAB13",2792
"TYMP","OK","negbinomial.size",5.76983971197407e-90,2.92373788755712e-88,"TYMP",17872
"CTSL","OK","negbinomial.size",8.99908785356047e-90,4.54818129455274e-88,"CTSL",6941
"LRRFIP1","OK","negbinomial.size",1.50280591276222e-89,7.57547240972349e-88,"LRRFIP1",18437
"SLC25A6","OK","negbinomial.size",5.59864466261497e-89,2.8148822008893e-87,"SLC25A6",17131
"HLA-B","OK","negbinomial.size",6.91450001209604e-89,3.46746053715397e-87,"HLA-B",19852
"LILRB1","OK","negbinomial.size",3.68700455490333e-88,1.84416917750035e-86,"LILRB1",7196
"SLC8A1","OK","negbinomial.size",7.78208609720823e-88,3.88241857174381e-86,"SLC8A1",8442
"GAS5","OK","negbinomial.size",1.04985930842598e-87,5.22419707794389e-86,"GAS5",14067
"CANX","OK","negbinomial.size",2.0255070498497e-87,1.00532666574207e-85,"CANX",13988
"AL035530.2","OK","negbinomial.size",2.06621612747573e-87,1.02290909410608e-85,"AL035530.2",2928
"CCL23","OK","negbinomial.size",3.74421776436067e-87,1.84889855267167e-85,"CCL23",653
"C15orf48","OK","negbinomial.size",4.04989962697684e-87,1.99475590532801e-85,"C15orf48",3276
"PARP9","OK","negbinomial.size",7.28606171968986e-87,3.57960143929027e-85,"PARP9",5178
"RB1CC1","OK","negbinomial.size",8.8568481385182e-87,4.34030403588093e-85,"RB1CC1",10510
"SNHG6","OK","negbinomial.size",9.73018406165883e-86,4.75624173943257e-84,"SNHG6",16565
"NFIL3","OK","negbinomial.size",3.35018886492929e-85,1.63349133144675e-83,"NFIL3",14627
"P2RX4","OK","negbinomial.size",6.63535804865964e-85,3.22715140070112e-83,"P2RX4",8726
"TRGC2","OK","negbinomial.size",6.86584419288258e-85,3.33088085317363e-83,"TRGC2",584
"RNF213-AS1","OK","negbinomial.size",1.24022910507322e-84,6.00177869672557e-83,"RNF213-AS1",1723
"AC012076.1","OK","negbinomial.size",1.43744270026351e-84,6.93879759326704e-83,"AC012076.1",3874
"REC8","OK","negbinomial.size",1.70096814626663e-84,8.19045781275699e-83,"REC8",3927
"TXN","OK","negbinomial.size",5.3507613135951e-84,2.57009148256229e-82,"TXN",15707
"TYROBP","OK","negbinomial.size",1.50864511133459e-83,7.22842658913458e-82,"TYROBP",18930
"SNX10","OK","negbinomial.size",5.11036101331328e-83,2.44250020085692e-81,"SNX10",13301
"IL6ST","OK","negbinomial.size",5.24513616824942e-83,2.50074139923163e-81,"IL6ST",7143
"CLC","OK","negbinomial.size",8.04049637002239e-83,3.82407587799812e-81,"CLC",264
"GABARAP","OK","negbinomial.size",9.82235572650721e-83,4.66008185779412e-81,"GABARAP",18364
"VMP1","OK","negbinomial.size",1.34483765313834e-82,6.36479766547648e-81,"VMP1",16851
"AC020916.1","OK","negbinomial.size",2.90355339770592e-82,1.37083129559497e-80,"AC020916.1",19457
"SERPINB10","OK","negbinomial.size",5.49558767179257e-82,2.58827470955934e-80,"SERPINB10",3097
"SAP30","OK","negbinomial.size",1.22622184450729e-81,5.76115928255525e-80,"SAP30",9531
"AC103591.3","OK","negbinomial.size",1.30039083994406e-81,6.09483425878867e-80,"AC103591.3",15359
"CCNL1","OK","negbinomial.size",2.61348295131193e-81,1.22196109875712e-79,"CCNL1",18691
"H1FX","OK","negbinomial.size",5.5913445217352e-81,2.60799170860791e-79,"H1FX",14317
"EPS8","OK","negbinomial.size",8.02867704932304e-81,3.73584378951312e-79,"EPS8",2837
"H2AFJ","OK","negbinomial.size",2.05776521164306e-80,9.55207702680449e-79,"H2AFJ",11168
"PLXNC1","OK","negbinomial.size",8.95281921799302e-80,4.14592635413136e-78,"PLXNC1",6544
"IGF2R","OK","negbinomial.size",1.41276288519936e-79,6.52669478969069e-78,"IGF2R",7732
"RPS3","OK","negbinomial.size",1.4187663624291e-79,6.53882392322385e-78,"RPS3",19130
"PTPRN2","OK","negbinomial.size",1.51354835715096e-79,6.95510422612979e-78,"PTPRN2",2347
"TUBA1B","OK","negbinomial.size",1.51627524070195e-79,6.95510422612979e-78,"TUBA1B",13049
"EAF1","OK","negbinomial.size",2.06905884632245e-79,9.46826763315926e-78,"EAF1",11379
"ATP5MF","OK","negbinomial.size",3.03100038889976e-79,1.38375175773426e-77,"ATP5MF",15902
"TSPO","OK","negbinomial.size",4.42358274264684e-79,2.01475979175094e-77,"TSPO",18056
"AC116366.1","OK","negbinomial.size",6.21416913864335e-79,2.82365427269294e-77,"AC116366.1",3083
"TREM1","OK","negbinomial.size",8.71519715540027e-79,3.95082134278883e-77,"TREM1",14502
"FAM133B","OK","negbinomial.size",1.26274257598508e-78,5.71095982321103e-77,"FAM133B",13124
"LAMTOR1","OK","negbinomial.size",1.78598921304349e-78,8.05859981279319e-77,"LAMTOR1",14103
"GNG5","OK","negbinomial.size",2.78444879452074e-78,1.25345523989623e-76,"GNG5",17100
"MT-ND2","OK","negbinomial.size",4.72437550366369e-78,2.12180363397722e-76,"MT-ND2",20122
"RSAD2","OK","negbinomial.size",6.61536670349821e-78,2.96420493702812e-76,"RSAD2",1490
"KLF9","OK","negbinomial.size",7.55827282104539e-78,3.37887960732045e-76,"KLF9",6993
"MMP8","OK","negbinomial.size",1.12623247046049e-77,5.02315251859534e-76,"MMP8",113
"S100A8","OK","negbinomial.size",1.89932777545385e-77,8.45179028723223e-76,"S100A8",19262
"TTTY14","OK","negbinomial.size",2.3182687205368e-77,1.02923687209704e-75,"TTTY14",1563
"LGALS9","OK","negbinomial.size",2.32542623175329e-77,1.03005207249539e-75,"LGALS9",11491
"GLT1D1","OK","negbinomial.size",2.66362842673084e-77,1.17716564968559e-75,"GLT1D1",4435
"DHX57","OK","negbinomial.size",4.86273739709185e-77,2.14414596345119e-75,"DHX57",3794
"RPL36","OK","negbinomial.size",1.37888790493327e-76,6.06616663086212e-75,"RPL36",19278
"SELENOP","OK","negbinomial.size",2.84173863507714e-76,1.24733638909724e-74,"SELENOP",205
"FCAR","OK","negbinomial.size",2.86765714514487e-76,1.25586514385904e-74,"FCAR",10008
"RPS6","OK","negbinomial.size",8.0473979149334e-76,3.5163314094665e-74,"RPS6",19548
"EAF2","OK","negbinomial.size",8.8857238129509e-76,3.873895401966e-74,"EAF2",5603
"HOXA10-AS","OK","negbinomial.size",1.50159019430254e-75,6.53174862721668e-74,"HOXA10-AS",586
"HIST1H2BC","OK","negbinomial.size",2.09080719952013e-75,9.07438452042851e-74,"HIST1H2BC",2264
"SAMD9L","OK","negbinomial.size",4.39353330186975e-75,1.90258666944726e-73,"SAMD9L",4772
"RPS7","OK","negbinomial.size",6.02451411476165e-75,2.6030473151661e-73,"RPS7",19116
"YME1L1","OK","negbinomial.size",6.21009874702071e-75,2.67725793866548e-73,"YME1L1",13396
"GCH1","OK","negbinomial.size",1.27505940787101e-74,5.48473887959093e-73,"GCH1",6754
"COTL1","OK","negbinomial.size",2.01067817806509e-74,8.62986640638714e-73,"COTL1",18293
"RTN1","OK","negbinomial.size",2.65242146527114e-74,1.13590536069145e-72,"RTN1",1107
"AC044849.1","OK","negbinomial.size",2.99279608096737e-74,1.27884224590034e-72,"AC044849.1",5702
"DYSF","OK","negbinomial.size",3.76061588904071e-74,1.60339739568637e-72,"DYSF",4784
"LPAR6","OK","negbinomial.size",5.38653256327481e-74,2.29158485334749e-72,"LPAR6",2536
"KRTCAP2","OK","negbinomial.size",7.78759121337172e-74,3.30579831397448e-72,"KRTCAP2",12547
"GGA1","OK","negbinomial.size",8.23452365043631e-74,3.48787033482485e-72,"GGA1",8863
"MAF","OK","negbinomial.size",1.39538270616304e-73,5.89747228017422e-72,"MAF",2195
"STAT3","OK","negbinomial.size",2.02948572345326e-73,8.55877018494222e-72,"STAT3",10320
"TMEM173","OK","negbinomial.size",2.73507431887913e-73,1.15093116501181e-71,"TMEM173",5807
"ZNF106","OK","negbinomial.size",3.394177452599e-73,1.42518639804683e-71,"ZNF106",12608
"AC245014.3","OK","negbinomial.size",4.29345179372144e-73,1.79888195608368e-71,"AC245014.3",7472
"HIST1H2BN","OK","negbinomial.size",6.12659498887771e-73,2.56139307126794e-71,"HIST1H2BN",693
"TMEM107","OK","negbinomial.size",1.1419407184023e-72,4.76391088062787e-71,"TMEM107",8873
"CD48","OK","negbinomial.size",1.6806961400936e-72,6.99639466318105e-71,"CD48",11552
"ASAP1","OK","negbinomial.size",1.98591542500825e-72,8.2492199317349e-71,"ASAP1",10576
"EMB","OK","negbinomial.size",4.14808975274365e-72,1.71936987888349e-70,"EMB",11572
"MAML2","OK","negbinomial.size",4.60610039324252e-72,1.90513430153836e-70,"MAML2",7793
"AC023157.3","OK","negbinomial.size",4.70029597648725e-72,1.93613278747282e-70,"AC023157.3",5344
"ADA2","OK","negbinomial.size",4.70105083490327e-72,1.93613278747282e-70,"ADA2",13913
"POU4F1","OK","negbinomial.size",5.69178931896519e-72,2.33919248083247e-70,"POU4F1",154
"SERPINB9P1","OK","negbinomial.size",6.67964091037311e-72,2.73936036233246e-70,"SERPINB9P1",1947
"C19orf38","OK","negbinomial.size",1.03507875685294e-71,4.23594492524364e-70,"C19orf38",12057
"LAPTM5","OK","negbinomial.size",1.12706031314885e-71,4.60263849823254e-70,"LAPTM5",18723
"ZFYVE16","OK","negbinomial.size",1.17876871942556e-71,4.80366865303593e-70,"ZFYVE16",8470
"NAA38","OK","negbinomial.size",1.28549941842418e-71,5.22760761395733e-70,"NAA38",12082
"S1PR3","OK","negbinomial.size",1.57534439165044e-71,6.39285983001625e-70,"S1PR3",6101
"CAVIN3","OK","negbinomial.size",1.72511470893688e-71,6.98599276587682e-70,"CAVIN3",1075
"CTSA","OK","negbinomial.size",2.01039649596758e-71,8.12426826147064e-70,"CTSA",12352
"RPLP2","OK","negbinomial.size",2.38214258362715e-71,9.60648624818141e-70,"RPLP2",19656
"USP8","OK","negbinomial.size",2.9101594497118e-71,1.17114254611375e-69,"USP8",9185
"KDM5B","OK","negbinomial.size",3.92936835365965e-71,1.57802454816992e-69,"KDM5B",5090
"MZT2B","OK","negbinomial.size",1.08701617035762e-70,4.35639172041665e-69,"MZT2B",12527
"CSKMT","OK","negbinomial.size",1.86437897750172e-70,7.45636030320264e-69,"CSKMT",3622
"SELENOH","OK","negbinomial.size",3.54073145410276e-70,1.41315337643437e-68,"SELENOH",12574
"DMXL2","OK","negbinomial.size",2.36536502400128e-69,9.42106394436064e-68,"DMXL2",14276
"HNRNPH1","OK","negbinomial.size",2.54111991806276e-69,1.01002994361275e-67,"HNRNPH1",14931
"NDUFA1","OK","negbinomial.size",2.57629562098906e-69,1.02191299867797e-67,"NDUFA1",16581
"HERC5","OK","negbinomial.size",6.04538967579927e-69,2.39305946737109e-67,"HERC5",2922
"ARPIN","OK","negbinomial.size",6.6135399402509e-69,2.61261821680483e-67,"ARPIN",1899
"SAP18","OK","negbinomial.size",7.13752617808049e-69,2.81387157289418e-67,"SAP18",15059
"DYNLRB1","OK","negbinomial.size",7.88430337580022e-69,3.10196057815782e-67,"DYNLRB1",10572
"TUBB4B","OK","negbinomial.size",8.28403669225966e-69,3.25261862580264e-67,"TUBB4B",13928
"SRSF3","OK","negbinomial.size",1.30687147999622e-68,5.12087272030097e-67,"SRSF3",16593
"NR4A2","OK","negbinomial.size",1.50164645173859e-68,5.87219603359675e-67,"NR4A2",14383
"USP3","OK","negbinomial.size",1.54087355195071e-68,6.01344543248182e-67,"USP3",13886
"NAAA","OK","negbinomial.size",1.6522469341539e-68,6.43511949787062e-67,"NAAA",9085
"HOXA10","OK","negbinomial.size",2.98686899290532e-68,1.16098038344715e-66,"HOXA10",3437
"CFP","OK","negbinomial.size",3.07252562150384e-68,1.19188133177254e-66,"CFP",14654
"RPLP0","OK","negbinomial.size",5.50972125436514e-68,2.13303348641492e-66,"RPLP0",18121
"RNH1","OK","negbinomial.size",7.97141846416642e-68,3.07989515390957e-66,"RNH1",13554
"KMT2C","OK","negbinomial.size",1.0941741320438e-67,4.21910929760397e-66,"KMT2C",11605
"PPP1R15B","OK","negbinomial.size",1.1713710650299e-67,4.50779914627909e-66,"PPP1R15B",14286
"ECE1","OK","negbinomial.size",1.38787874388375e-67,5.33039064392019e-66,"ECE1",4635
"RPS21","OK","negbinomial.size",1.87349586803456e-67,7.18123950842473e-66,"RPS21",19035
"NDUFB2","OK","negbinomial.size",2.18015888931792e-67,8.34018490524248e-66,"NDUFB2",14042
"AL355881.1","OK","negbinomial.size",3.49807927760892e-67,1.33554872932299e-65,"AL355881.1",3070
"WDR74","OK","negbinomial.size",5.15224221691563e-67,1.9632274132448e-65,"WDR74",14248
"FUS","OK","negbinomial.size",6.55754322003206e-67,2.49379890196779e-65,"FUS",15866
"RPGR","OK","negbinomial.size",9.05064866755177e-67,3.43516482858431e-65,"RPGR",5083
"LILRB2","OK","negbinomial.size",1.00642283100572e-66,3.81239270837138e-65,"LILRB2",13889
"JAML","OK","negbinomial.size",1.2712555740951e-66,4.80619026323417e-65,"JAML",12821
"RPS15A","OK","negbinomial.size",1.27752995353574e-66,4.8204965517722e-65,"RPS15A",19421
"RNASE3","OK","negbinomial.size",1.49995159568593e-66,5.64874767270283e-65,"RNASE3",793
"CLEC4E","OK","negbinomial.size",1.64889095974898e-66,6.1975887976429e-65,"CLEC4E",8975
"CALM1","OK","negbinomial.size",1.9380789455088e-66,7.27042522252205e-65,"CALM1",18055
"AHSP","OK","negbinomial.size",2.85535658549331e-66,1.06907422486255e-64,"AHSP",1950
"SIGLEC1","OK","negbinomial.size",4.75218960629893e-66,1.77583270673993e-64,"SIGLEC1",1107
"UTRN","OK","negbinomial.size",4.80862565424194e-66,1.79345986106284e-64,"UTRN",10330
"MGLL","OK","negbinomial.size",1.59701845973525e-65,5.94490121636448e-64,"MGLL",1160
"SLC39A8","OK","negbinomial.size",2.83321880570992e-65,1.05264139006002e-63,"SLC39A8",1577
"HIST1H2AG","OK","negbinomial.size",2.87369241995773e-65,1.0656334132782e-63,"HIST1H2AG",663
"MSRB3","OK","negbinomial.size",2.98439687933479e-65,1.10456922358095e-63,"MSRB3",1524
"MT-ND4L","OK","negbinomial.size",3.26664024874444e-65,1.20672433768981e-63,"MT-ND4L",17682
"UBE2J1","OK","negbinomial.size",3.88242042713286e-65,1.4314668992002e-63,"UBE2J1",13657
"GNG11","OK","negbinomial.size",5.59559797769894e-65,2.05920133183115e-63,"GNG11",752
"SEM1","OK","negbinomial.size",6.27492064198623e-65,2.30481288172538e-63,"SEM1",12369
"EMP3","OK","negbinomial.size",7.75830652072668e-65,2.84427157806262e-63,"EMP3",18763
"ZNF503","OK","negbinomial.size",1.13150547483426e-64,4.14036889912416e-63,"ZNF503",2538
"SULF2","OK","negbinomial.size",1.20954065735278e-64,4.41756198195808e-63,"SULF2",9815
"ASAH1","OK","negbinomial.size",1.3069750200017e-64,4.76442852394969e-63,"ASAH1",17865
"AC244502.1","OK","negbinomial.size",1.4179224226836e-64,5.15915870975309e-63,"AC244502.1",304
"CD36","OK","negbinomial.size",1.42895337956765e-64,5.18954044433226e-63,"CD36",14046
"RPL19","OK","negbinomial.size",1.61425857341147e-64,5.85153618081009e-63,"RPL19",19429
"ADAM28","OK","negbinomial.size",3.00434812938617e-64,1.08701246243978e-62,"ADAM28",1402
"TRGC1","OK","negbinomial.size",4.51386507950483e-64,1.6301284765667e-62,"TRGC1",408
"PDIA3","OK","negbinomial.size",5.88885773129737e-64,2.12273033714568e-62,"PDIA3",14552
"BLVRA","OK","negbinomial.size",6.1379672912554e-64,2.20841325012697e-62,"BLVRA",9530
"AC016831.1","OK","negbinomial.size",7.55697018375904e-64,2.71391970031584e-62,"AC016831.1",3638
"PTPN7","OK","negbinomial.size",8.10400687112868e-64,2.904986314897e-62,"PTPN7",3439
"ALDH1A1","OK","negbinomial.size",9.08394997908848e-64,3.25024066072487e-62,"ALDH1A1",3730
"IQSEC1","OK","negbinomial.size",2.21627998888926e-63,7.91522725921208e-62,"IQSEC1",8783
"MPEG1","OK","negbinomial.size",2.33691141902217e-63,8.33068035690833e-62,"MPEG1",15265
"RPL36AL","OK","negbinomial.size",3.15364857756882e-63,1.12215396169117e-61,"RPL36AL",17529
